existing_checking_account_status,duration_mth,credit_history,purpose,credit_amount,saving_accounts_or_bonds,present_employment_since,installment_rate_percent,personal_status_sex,other_debtors_or_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,no_of_existing_credits,job,no_of_ppl_liable,telephone,monthly_affordability_amount,label
A12,0.5225090802725286,A32,A43,0.954289229908682,A65,A75,2,A92,A101,4,A123,0.739461338491375,A143,A152,1,A173,1,A192,0.6306394928622048,0
A14,-0.6713554478523704,A34,A46,0.4936895595426805,A65,A72,2,A93,A101,1,A122,0.3163959008835338,A143,A152,2,A172,2,A191,0.9063300761362975,0
A11,-0.6713554478523704,A32,A42,1.5205088802835312,A61,A75,4,A93,A101,4,A124,1.5158962799303233,A143,A153,1,A174,1,A192,2.561321684115195,1
A14,0.3726422129683802,A32,A40,-0.8325159016065031,A65,A74,4,A92,A101,4,A122,-0.9921423676100591,A143,A151,1,A173,1,A191,-1.1653185834100737,0
A14,-1.8652199759772696,A32,A42,-0.593053837334162,A64,A73,4,A91,A101,2,A121,-0.06547718748089627,A143,A152,1,A173,1,A191,0.6596882753661097,0
A12,-1.1668539960830453,A32,A40,0.35149108925426176,A65,A73,1,A92,A101,2,A121,-0.06547718748089627,A143,A152,1,A172,1,A191,0.9903821325475409,0
A12,0.02701053204185312,A32,A43,-0.8144361412729847,A61,A75,4,A94,A103,2,A121,-0.1681852747143106,A143,A152,1,A172,1,A191,-0.9505273963103077,0
A12,0.9068476133653771,A32,A42,0.4477483361817995,A62,A73,2,A92,A102,4,A123,-1.5740902921674929,A143,A151,1,A173,1,A191,-0.28475823674301726,1
A14,-0.6713554478523704,A34,A43,-0.5021205555462066,A61,A75,2,A93,A101,4,A121,2.092802285909094,A143,A152,2,A172,1,A192,-0.4053757473467913,0
A14,-0.287016914759522,A34,A40,0.9442960011149598,A65,A75,1,A92,A101,4,A123,1.8738549914264933,A143,A152,1,A173,1,A192,0.9896457168947336,0
A12,0.5225090802725286,A32,A43,-0.23134360182320857,A61,A72,1,A94,A101,1,A122,-1.4188181348986153,A143,A152,1,A173,1,A192,-1.2335452173540067,1
A14,-0.287016914759522,A34,A43,-0.6550660930416087,A61,A73,4,A93,A101,4,A124,0.13091765995521398,A143,A153,2,A173,1,A192,-0.5525692005885321,0
A11,0.5225090802725286,A32,A42,0.2680370120908764,A65,A73,2,A94,A101,4,A123,-1.7369396364916188,A143,A152,1,A173,1,A191,-0.27330897768476425,1
A13,-0.6713554478523704,A32,A42,-0.10298111654502914,A61,A73,1,A92,A101,2,A123,1.043102342472338,A143,A152,1,A172,1,A191,-0.05360344135101048,0
A14,-1.1668539960830453,A32,A49,-0.674620907325479,A61,A74,3,A92,A101,2,A123,-0.735265693778886,A143,A152,2,A173,1,A191,-0.09997963920829649,0
A14,1.7163736083974277,A31,A49,0.5096080689501009,A61,A73,1,A92,A101,1,A121,-0.735265693778886,A142,A152,1,A173,1,A191,-1.139949180631703,0
A11,0.5225090802725286,A32,A43,-0.8335277566509764,A62,A73,4,A92,A101,2,A123,-0.1681852747143106,A143,A152,1,A172,1,A191,-1.2441519131783996,1
A11,1.2208750601667522,A34,A46,1.5530957533355219,A61,A73,3,A92,A101,2,A124,-0.9921423676100591,A143,A152,2,A174,1,A192,1.3080552844409965,1
A14,-0.6713554478523704,A34,A42,-0.5524843469128546,A64,A74,3,A92,A101,2,A122,0.13091765995521398,A143,A152,1,A173,1,A191,-0.31381618830046815,0
A12,-0.6713554478523704,A32,A43,1.2667355970652654,A65,A71,2,A93,A101,1,A124,1.4523181773692513,A143,A152,1,A174,1,A192,1.9246055223024467,1
A14,1.2208750601667522,A32,A46,-0.3795058345120355,A61,A73,4,A93,A101,4,A124,0.3163959008835338,A142,A153,1,A173,1,A192,-0.9647488799778146,1
A11,0.02701053204185312,A32,A40,-0.9021173515093837,A61,A72,4,A92,A101,3,A123,-1.2704492881865297,A143,A151,1,A173,1,A192,-1.0660232647840526,1
A12,0.5225090802725286,A33,A40,-0.2793161462424544,A65,A73,4,A92,A101,4,A123,0.739461338491375,A143,A151,2,A173,1,A192,-0.5141306111253389,0
A14,-0.6713554478523704,A32,A40,-1.7350537254894072,A61,A73,4,A91,A101,2,A121,1.253977687520487,A143,A152,1,A172,1,A191,-1.7269862613458387,0
A14,1.7163736083974277,A34,A41,0.1573252307966599,A65,A75,4,A93,A101,3,A123,0.4054078282982945,A143,A152,2,A173,2,A192,-0.4423983525913956,0
A12,0.02701053204185312,A33,A40,0.22532669716054501,A65,A75,4,A93,A101,4,A123,0.8180002436191302,A143,A152,1,A173,2,A191,0.419074046322987,0
A12,0.9068476133653771,A34,A40,-0.14397698146362709,A65,A75,4,A93,A101,4,A121,0.2249449894622613,A143,A152,2,A173,1,A191,-0.5198389126894619,0
A14,0.9068476133653771,A34,A43,1.1187693515163217,A61,A74,4,A92,A101,2,A123,-0.9921423676100591,A143,A152,2,A173,1,A191,1.143481928758172,0
A14,-0.6713554478523704,A32,A43,-0.20988302666430073,A62,A73,4,A92,A102,2,A121,-0.6138796089263456,A143,A152,1,A173,1,A191,0.28200647445911015,0
A14,0.02701053204185312,A32,A43,-0.6254129634760706,A61,A73,4,A93,A101,2,A124,-0.1681852747143106,A143,A153,1,A174,1,A192,-0.7015413704278933,0
A11,-1.3697214277465948,A34,A40,-1.562530095617796,A61,A75,4,A93,A101,4,A121,1.1148846674297157,A143,A152,2,A172,1,A191,-1.0022141659860428,0
A11,-0.4058490246949788,A32,A40,1.692265982927844,A61,A75,1,A91,A101,4,A122,0.9697422583438209,A143,A152,1,A174,1,A192,2.0778954923860433,1
A11,0.9068476133653771,A34,A41,1.910597316679045,A61,A75,3,A93,A101,4,A124,0.4054078282982945,A143,A153,3,A174,2,A192,1.935898111084294,0
A14,0.02701053204185312,A33,A43,-0.06380002706023076,A61,A71,2,A94,A101,3,A121,0.034164524282470375,A143,A152,2,A173,1,A191,-0.3631981369136816,0
A14,0.2925169551992456,A34,A40,2.140296752846818,A65,A75,4,A93,A101,4,A124,-0.38359868907389816,A143,A153,1,A174,1,A192,2.793301908289081,1
A12,0.5225090802725286,A32,A43,0.3089666816007552,A62,A72,3,A94,A101,2,A123,-1.4188181348986153,A143,A151,1,A173,1,A192,0.03749218673635075,1
A14,-1.8652199759772696,A32,A40,0.4764672004961822,A61,A73,2,A93,A103,3,A122,-0.8612334532896165,A143,A151,1,A173,1,A191,1.8945038782876609,0
A14,-1.8652199759772696,A32,A43,-0.5500412259613314,A61,A74,3,A93,A101,2,A122,1.3875054717001896,A143,A152,1,A173,2,A191,0.6315661322412898,0
A14,0.02701053204185312,A32,A42,-0.6014914745289637,A61,A72,4,A94,A102,1,A122,0.8180002436191302,A143,A152,1,A172,2,A191,-0.6700313908817385,1
A14,0.5225090802725286,A34,A46,-0.5484150302237255,A61,A75,4,A93,A101,4,A124,1.5782859368799818,A143,A153,2,A173,2,A191,-0.8685943465931455,0
A11,0.5225090802725286,A32,A43,0.0011123399386299081,A61,A72,4,A92,A101,4,A121,0.13091765995521398,A143,A152,1,A173,1,A192,-0.14474324216751003,1
A11,-0.6713554478523704,A32,A48,-1.289751332794021,A61,A74,4,A94,A101,4,A122,-1.5740902921674929,A143,A151,1,A173,1,A191,-1.140422886603103,1
A11,1.2208750601667522,A32,A410,2.4304440303652677,A61,A71,2,A91,A102,3,A123,0.8180002436191302,A143,A152,1,A174,1,A191,2.1388657808855625,0
A12,-0.6713554478523704,A32,A40,-1.1468528723627391,A64,A73,4,A94,A101,1,A121,-1.4188181348986153,A143,A152,1,A173,1,A191,-0.9521934843563212,0
A14,0.5225090802725286,A33,A40,-0.23580635650465312,A61,A75,4,A93,A101,4,A124,1.929952941584968,A143,A153,2,A173,1,A192,-0.4568184351262987,0
A11,0.5225090802725286,A31,A42,1.3453612040609324,A61,A72,2,A91,A101,1,A122,1.639530764641812,A141,A152,1,A173,1,A192,1.1457692130004125,1
A14,-1.8652199759772696,A34,A43,-0.43712621149137876,A61,A75,2,A94,A101,2,A121,-0.38359868907389816,A143,A151,2,A173,1,A191,0.6910959387198841,0
A12,-0.5334912941681423,A32,A43,-0.19247226583304575,A61,A72,2,A92,A103,4,A122,-1.2704492881865297,A143,A152,1,A172,1,A191,-0.10697129804230679,0
A14,0.02701053204185312,A34,A43,-1.0345823595344381,A61,A71,4,A92,A101,4,A123,2.1971154462508093,A143,A152,2,A171,1,A191,-1.2405094643128525,0
A12,0.2925169551992456,A34,A49,0.5249783831164629,A61,A74,2,A93,A101,3,A122,-0.735265693778886,A143,A152,2,A173,1,A191,0.22265230383156023,0
A14,-2.5635859558714937,A34,A40,-0.6692584863529362,A61,A74,2,A93,A101,1,A121,0.739461338491375,A143,A152,3,A172,2,A191,1.0162489280665041,0
A14,0.5225090802725286,A32,A40,-0.6524222129512891,A62,A72,4,A94,A101,3,A121,-0.06547718748089627,A143,A152,1,A173,1,A192,-1.005595191634407,0
A12,-1.3697214277465948,A32,A43,-0.7063511929367201,A61,A73,4,A93,A103,2,A121,-0.06547718748089627,A143,A152,1,A173,1,A191,0.12556595551823058,0
A12,0.5225090802725286,A32,A40,0.14166432288131972,A61,A73,3,A92,A101,4,A122,-1.7369396364916188,A143,A151,1,A172,1,A192,-0.18288263662558285,1
A14,-0.287016914759522,A34,A42,0.17466257083872377,A61,A74,2,A92,A102,3,A123,-1.1283959579554579,A141,A152,2,A173,1,A191,0.18543792627508457,0
A14,-0.6713554478523704,A32,A46,-0.7257685730915514,A61,A75,4,A93,A101,4,A122,1.1148846674297157,A141,A152,3,A173,2,A192,-0.39753078394580127,0
A14,2.1007121414902756,A32,A40,1.87881623093022,A61,A75,2,A93,A101,4,A122,0.739461338491375,A143,A152,1,A174,1,A192,0.9597909602839568,0
A14,-1.1668539960830453,A32,A43,-0.6489053977127749,A61,A74,4,A93,A101,2,A123,-1.4188181348986153,A143,A152,1,A173,1,A191,0.050930133144584305,1
A12,-0.6713554478523704,A34,A43,0.496598395792927,A61,A73,1,A92,A101,1,A121,-1.2704492881865297,A143,A152,1,A172,1,A191,0.736177588242817,0
A11,-1.8652199759772696,A34,A40,0.5334786582388897,A61,A73,1,A93,A101,3,A121,0.3163959008835338,A143,A151,3,A173,2,A191,1.8754833663378556,0
A11,0.02701053204185312,A34,A42,-1.093826459304498,A61,A72,4,A92,A101,4,A122,-1.5740902921674929,A143,A151,1,A173,1,A191,-1.3185472643892897,0
A14,0.5225090802725286,A33,A49,0.5978692776686799,A61,A73,1,A93,A101,2,A124,-0.1681852747143106,A143,A153,1,A173,1,A191,-0.14128541153791496,0
A12,1.7163736083974277,A30,A49,2.090643764914449,A65,A73,2,A93,A101,2,A123,1.18515567270341,A141,A152,1,A174,1,A192,1.4227958624617967,0
A12,-1.8652199759772696,A33,A49,-0.674620907325479,A62,A75,1,A91,A101,2,A123,-0.274154475508948,A141,A152,2,A173,2,A191,0.2841446045732957,0
A12,0.02701053204185312,A32,A40,1.1399577371030205,A62,A73,2,A93,A101,2,A123,-0.38359868907389816,A143,A152,2,A173,1,A192,1.2224214961776902,0
A14,0.02701053204185312,A32,A43,-0.6710434990536235,A61,A72,3,A92,A101,1,A121,-0.8612334532896165,A143,A152,1,A173,1,A191,-0.9506037868409556,0
A12,1.2208750601667522,A33,A40,0.2086574698514809,A62,A75,4,A93,A101,3,A124,-0.38359868907389816,A143,A153,1,A173,1,A191,-0.19000556315197956,0
A13,1.4863814833241447,A34,A41,0.8786121710219841,A61,A75,4,A93,A101,4,A124,1.6996720217325236,A143,A153,1,A173,1,A191,0.5893459530588875,0
A14,-1.8652199759772696,A34,A43,-1.618763666129289,A65,A75,4,A93,A101,4,A124,0.2249449894622613,A143,A153,2,A173,1,A191,-0.6914021938387704,0
A14,-0.287016914759522,A32,A43,-0.7323061387004377,A65,A73,4,A94,A101,2,A121,0.576611994167249,A143,A151,1,A173,1,A192,-0.6543117076806017,0
A14,0.5225090802725286,A34,A41,0.6566494763101373,A65,A74,3,A93,A101,4,A122,0.8180002436191302,A143,A152,2,A173,1,A192,0.49546860175244245,0
A14,-0.9853828946537456,A34,A42,-0.16497103351610454,A61,A72,1,A92,A101,3,A121,-1.2704492881865297,A143,A151,2,A173,1,A191,0.14559627595843247,0
A11,-0.6713554478523704,A32,A43,-0.12448890967311381,A61,A73,4,A93,A101,3,A122,-1.1283959579554579,A143,A152,1,A172,1,A191,0.39448972688975675,0
A14,0.02701053204185312,A34,A43,-1.7575519159702613,A63,A75,4,A93,A101,3,A122,-0.1681852747143106,A141,A152,2,A174,1,A192,-2.1928229254923544,0
A12,2.1007121414902756,A32,A40,2.271310479114831,A61,A74,4,A93,A101,2,A124,-0.735265693778886,A143,A152,1,A174,1,A192,2.2209129102206604,1
A12,0.5225090802725286,A32,A42,0.7522462512845807,A65,A73,1,A92,A101,4,A122,1.18515567270341,A143,A152,1,A172,1,A192,0.062063773447618285,0
A12,1.7163736083974277,A31,A49,0.49405352084889237,A62,A74,4,A93,A101,2,A123,-0.38359868907389816,A143,A152,1,A173,1,A191,0.0011485167367883999,0
A12,0.02701053204185312,A32,A49,-0.3141199906386481,A64,A72,3,A94,A101,3,A121,0.2249449894622613,A141,A152,1,A173,1,A192,-0.4804552741557352,0
A12,0.02701053204185312,A32,A41,2.1702419849252768,A61,A71,3,A92,A101,4,A124,0.4054078282982945,A143,A153,1,A174,1,A192,2.7920080414998503,1
A11,1.7163736083974277,A31,A49,1.4904642295996655,A61,A74,2,A92,A103,4,A123,0.3163959008835338,A143,A151,1,A173,1,A191,0.6322244676959335,1
A14,-0.6713554478523704,A32,A43,-0.1499407053271117,A61,A72,2,A92,A101,2,A123,-0.4967535750214654,A141,A152,1,A173,1,A191,0.05852430091145923,0
A12,1.7163736083974277,A30,A49,2.307258741415354,A61,A73,2,A93,A101,2,A123,-0.9921423676100591,A143,A152,1,A173,1,A192,1.7081264910872436,1
A11,-1.8652199759772696,A32,A43,0.10731488561524281,A63,A73,2,A93,A101,3,A121,0.894733495760251,A143,A151,1,A173,2,A191,1.408247277913232,0
A13,0.5225090802725286,A34,A49,-0.840632919650096,A64,A73,2,A91,A101,4,A121,0.2249449894622613,A143,A152,2,A173,1,A192,-1.7336765555491673,0
A14,-0.6713554478523704,A32,A43,-0.280637637221,A61,A74,4,A93,A101,2,A123,-0.274154475508948,A143,A151,2,A174,2,A192,0.1888067436075936,0
A14,0.9068476133653771,A33,A49,0.7284676390425895,A62,A73,2,A93,A101,2,A122,-0.8612334532896165,A143,A152,2,A172,1,A191,0.08501220317036254,0
A13,-0.6713554478523704,A32,A43,-0.3360111417595297,A61,A73,2,A92,A101,2,A123,0.894733495760251,A143,A151,1,A172,1,A192,-0.18657230068778902,0
A12,1.7163736083974277,A32,A40,1.2850639291591461,A62,A74,3,A93,A101,2,A122,-1.1283959579554579,A143,A152,1,A173,1,A191,0.73610924222866,1
A13,1.2208750601667522,A32,A43,0.7881324662933749,A61,A75,4,A93,A101,2,A123,-0.274154475508948,A143,A152,1,A173,1,A191,0.5732932986273338,0
A14,1.2208750601667522,A34,A41,1.1346374534824568,A61,A75,2,A93,A101,2,A122,0.13091765995521398,A143,A152,2,A173,2,A192,0.43199716482099315,0
A14,0.5225090802725286,A32,A43,0.3457922543733372,A61,A72,4,A92,A101,4,A122,-0.8612334532896165,A143,A152,1,A173,1,A192,0.30927770434727986,0
A14,-0.6713554478523704,A33,A41,-0.6271386339814168,A61,A73,4,A94,A101,4,A121,0.6590297486152044,A143,A151,1,A173,1,A191,-0.26761297778955623,0
A14,-0.6713554478523704,A34,A43,-1.187429879428768,A65,A75,4,A93,A101,4,A123,0.13091765995521398,A143,A152,2,A173,1,A191,-1.005642526158103,0
A12,-1.1668539960830453,A32,A43,-0.49041186833693184,A61,A72,4,A92,A101,2,A123,-1.4188181348986153,A143,A152,1,A173,1,A192,0.25970174764874526,1
A14,-0.6713554478523704,A32,A42,-1.5069305225254896,A61,A73,4,A92,A101,1,A121,-0.8612334532896165,A143,A152,1,A173,1,A192,-1.4264967109131483,0
A11,-0.6713554478523704,A32,A46,-0.9193057356251144,A65,A73,4,A92,A101,4,A122,-1.2704492881865297,A141,A151,1,A173,1,A192,-0.6524627426686823,0
A12,0.5225090802725286,A32,A41,0.16156378882318065,A65,A75,4,A93,A101,4,A124,0.2249449894622613,A141,A153,1,A173,1,A192,0.06660739255603668,0
A11,0.5225090802725286,A32,A41,0.25410180136472804,A65,A75,4,A93,A101,4,A124,1.253977687520487,A141,A153,1,A173,2,A192,0.18850076168842803,0
A11,0.7253765119360776,A32,A43,0.4382856719057869,A61,A73,3,A93,A101,2,A123,-0.735265693778886,A143,A152,1,A174,1,A191,0.09368195684774723,0
A14,0.5225090802725286,A34,A43,0.9591299887459476,A61,A72,3,A94,A101,3,A124,1.1148846674297157,A143,A153,3,A173,1,A192,0.8939034475531256,0
A11,0.02701053204185312,A30,A42,0.3181673287890826,A61,A72,1,A92,A101,4,A122,-0.8612334532896165,A143,A151,1,A173,1,A191,-0.10274066590027196,1
A14,0.5225090802725286,A32,A41,1.7347801662400255,A65,A73,2,A91,A101,4,A124,1.18515567270341,A143,A153,1,A173,1,A192,1.6587215447001786,0
A14,-2.179247422778645,A32,A49,0.45038556403137747,A61,A74,1,A93,A101,4,A121,2.629947531542403,A143,A152,1,A172,1,A191,2.061483049310284,0
A14,-0.287016914759522,A34,A43,-0.6656958100485832,A61,A73,4,A92,A101,2,A123,0.8180002436191302,A143,A152,1,A172,1,A191,-0.5665709279146094,0
A11,0.9068476133653771,A32,A42,1.2428421033296024,A65,A75,4,A93,A101,4,A122,-0.274154475508948,A143,A152,1,A173,1,A191,1.3069136399077674,1
A14,2.1007121414902756,A33,A43,2.41364077294493,A61,A74,2,A93,A101,4,A123,-1.5740902921674929,A143,A152,2,A173,1,A192,1.6642751341967228,0
A14,0.5225090802725286,A34,A43,0.07303860479946842,A64,A75,2,A93,A101,2,A123,0.034164524282470375,A143,A152,1,A173,1,A191,-0.5301657243058149,0
A12,-0.287016914759522,A34,A49,-0.06044822830802967,A63,A73,2,A93,A101,4,A123,-0.735265693778886,A141,A152,1,A173,1,A191,-0.12425585944934699,0
A14,0.02701053204185312,A33,A49,-0.15113674599130567,A61,A73,4,A94,A101,2,A123,-0.6138796089263456,A143,A152,1,A173,1,A192,-0.07681295384742283,1
A13,-0.9853828946537456,A32,A44,-0.8925480035513599,A61,A73,2,A93,A101,2,A123,0.3163959008835338,A143,A152,1,A173,1,A192,-0.6640517225623939,0
A14,-0.287016914759522,A34,A41,0.41992162919650605,A64,A75,3,A93,A101,4,A124,-1.2704492881865297,A143,A151,2,A173,1,A192,0.6951610250277603,0
A11,0.5225090802725286,A32,A42,0.6495669758141032,A61,A73,2,A93,A101,2,A123,-0.735265693778886,A142,A152,1,A173,1,A191,0.2292517692548052,0
A12,2.1007121414902756,A33,A43,1.7178845729680332,A65,A73,2,A93,A101,2,A124,-0.735265693778886,A143,A153,1,A174,1,A191,0.747807782233044,0
A14,1.2208750601667522,A33,A43,0.7826084573815242,A61,A73,4,A92,A101,4,A121,0.034164524282470375,A143,A152,2,A173,1,A191,0.5660169368502677,0
A12,0.02701053204185312,A34,A42,1.2450881497272341,A61,A75,2,A93,A101,1,A124,0.6590297486152044,A143,A152,1,A173,1,A192,1.3609018875443248,0
A14,-0.6713554478523704,A34,A43,-1.9995265702179674,A63,A75,4,A93,A101,4,A122,0.739461338491375,A143,A152,2,A173,2,A192,-2.075356462980743,0
A11,-0.6713554478523704,A32,A40,-0.9543809526757447,A61,A73,4,A94,A101,3,A121,-0.735265693778886,A143,A152,1,A172,1,A191,-0.6986646899758138,0
A14,-1.8652199759772696,A32,A40,-1.671738532881441,A61,A71,1,A92,A101,4,A121,1.5782859368799818,A143,A152,1,A171,1,A192,-1.0292835041807897,0
A13,-0.287016914759522,A32,A46,-0.3195582553969863,A61,A75,4,A93,A101,4,A123,0.576611994167249,A143,A151,1,A174,1,A192,-0.11062994149254753,0
A11,-0.6713554478523704,A32,A40,-0.8893738380174349,A61,A73,4,A92,A101,2,A121,-1.1283959579554579,A143,A152,1,A172,1,A191,-0.613035703512337,1
A13,0.02701053204185312,A31,A43,-0.6782082047827434,A65,A74,4,A93,A101,4,A123,1.253977687520487,A141,A152,1,A172,1,A191,-0.7710845739210388,0
A11,-0.9853828946537456,A34,A42,-0.1734646853442867,A65,A72,2,A92,A102,3,A121,-0.735265693778886,A143,A151,2,A173,1,A191,0.28314268907256696,0
A14,-2.5635859558714937,A34,A43,-0.6271386339814168,A61,A74,2,A93,A101,1,A121,0.739461338491375,A143,A152,2,A172,2,A191,1.0717302440350998,0
A11,-0.287016914759522,A32,A43,-1.0888875226909283,A61,A72,4,A94,A101,2,A121,-0.735265693778886,A143,A152,1,A173,1,A191,-1.124009565574158,0
A14,0.02701053204185312,A32,A40,-0.37879261436284306,A61,A73,2,A94,A101,2,A122,-0.38359868907389816,A143,A152,1,A174,1,A192,-0.7781141985786719,0
A14,0.5225090802725286,A32,A40,-0.10067715849858042,A65,A72,4,A93,A101,1,A122,1.5782859368799818,A143,A152,1,A173,1,A191,-0.2788228983654139,0
A13,-1.8652199759772696,A34,A40,-0.7732045571048686,A61,A75,1,A93,A101,4,A121,1.043102342472338,A143,A152,2,A173,2,A191,0.15428777187351925,0
A11,0.5225090802725286,A31,A41,0.5178520388551647,A61,A73,1,A92,A103,4,A123,-1.4188181348986153,A141,A151,1,A173,1,A191,-0.24668610644987082,0
A11,0.02701053204185312,A32,A43,-0.3353214239496239,A61,A73,4,A92,A101,4,A123,-0.9921423676100591,A141,A151,2,A173,1,A191,-0.3194255875348369,1
A14,1.2208750601667522,A32,A49,1.1122317859074342,A62,A74,2,A93,A101,2,A123,-0.274154475508948,A143,A152,2,A173,1,A192,0.40248386284518434,0
A14,-0.287016914759522,A32,A42,-0.12039243357623258,A63,A73,2,A92,A101,4,A123,-1.7369396364916188,A143,A151,1,A173,1,A191,-0.20321585588134636,0
A14,0.02701053204185312,A34,A42,-0.38093345184940297,A61,A73,4,A92,A101,2,A124,-0.6138796089263456,A143,A152,2,A173,1,A191,-0.37950688386880005,0
A14,0.2084816334711527,A34,A40,0.4642368563775375,A65,A72,2,A91,A101,4,A121,0.894733495760251,A143,A152,2,A173,1,A192,0.2017956394938803,0
A11,-0.6713554478523704,A32,A40,-1.2926319200562624,A65,A73,4,A94,A101,2,A123,-1.2704492881865297,A143,A152,1,A173,1,A191,-1.1442172677101836,1
A14,0.5225090802725286,A32,A40,0.5617628469837015,A61,A75,4,A92,A102,4,A124,2.0393971551499197,A143,A153,1,A173,1,A192,0.5937595345030439,0
A12,-0.6713554478523704,A32,A43,-0.9655392675870264,A63,A73,3,A91,A101,1,A123,-0.8612334532896165,A143,A152,1,A173,1,A192,-0.8579023917412643,0
A12,0.02701053204185312,A34,A42,0.5106863440672172,A61,A75,3,A92,A101,4,A122,0.3163959008835338,A143,A152,1,A173,1,A192,0.6060001213920946,0
A12,-1.8652199759772696,A32,A45,-2.1806476274147117,A61,A72,3,A94,A101,1,A122,-1.4188181348986153,A143,A152,1,A172,1,A191,-1.5163091305082612,0
A11,-0.6713554478523704,A34,A40,-1.6355566197464033,A61,A75,4,A93,A101,3,A122,0.13091765995521398,A143,A152,2,A173,1,A191,-1.5959262017569082,1
A12,1.2208750601667522,A32,A46,2.1333187292358895,A62,A73,1,A93,A101,4,A124,1.1148846674297157,A143,A153,1,A173,2,A192,1.346057673428387,1
A11,0.02701053204185312,A32,A42,-0.23134360182320857,A61,A73,1,A92,A101,4,A121,-1.7369396364916188,A141,A151,1,A173,1,A191,-0.8265701157421375,1
A13,-0.287016914759522,A32,A49,0.12677837801087644,A61,A74,2,A93,A101,4,A122,-0.8612334532896165,A143,A151,1,A173,1,A192,0.12236367784824666,0
A14,0.5225090802725286,A34,A41,1.1261688070629847,A64,A73,4,A93,A101,2,A121,-0.735265693778886,A143,A152,2,A173,1,A191,1.3372090872106666,0
A12,1.2208750601667522,A32,A42,1.700335232290913,A62,A72,4,A93,A102,1,A124,-0.4967535750214654,A143,A151,1,A174,1,A192,1.7748694447478712,1
A12,0.02701053204185312,A32,A43,0.3587815805011581,A63,A72,1,A94,A101,3,A121,-0.9921423676100591,A143,A151,1,A173,1,A191,-0.0492425645254093,0
A13,-1.8652199759772696,A33,A43,-1.6506683366998025,A61,A72,2,A92,A101,1,A122,-0.4967535750214654,A141,A152,1,A173,1,A191,-0.9074118978226745,0
A14,0.2925169551992456,A34,A42,-0.0818239838674359,A61,A72,4,A92,A101,4,A122,-1.2704492881865297,A143,A152,1,A173,1,A192,-0.133730732437253,0
A14,-0.287016914759522,A34,A42,-0.6125430659705688,A65,A75,4,A93,A101,4,A122,2.092802285909094,A143,A152,1,A173,1,A191,-0.4965568128892635,0
A14,0.2925169551992456,A33,A41,0.2667369244595567,A61,A73,3,A93,A101,2,A121,-0.6138796089263456,A142,A152,2,A172,1,A191,0.11825164438473859,0
A14,-0.6713554478523704,A33,A45,-0.5830005602341921,A64,A75,4,A93,A101,4,A124,1.639530764641812,A143,A153,2,A173,2,A191,-0.2094732104842259,1
A12,-0.287016914759522,A32,A43,-1.4422392284574808,A61,A75,4,A93,A101,3,A123,0.3163959008835338,A143,A152,1,A173,2,A191,-1.589453211073077,1
A12,-0.6713554478523704,A32,A42,-0.30802906093826765,A61,A73,4,A93,A101,2,A122,0.3163959008835338,A143,A152,1,A172,1,A191,0.15272607977518649,1
A12,-0.6713554478523704,A34,A44,-0.6972059540395131,A61,A74,4,A93,A101,3,A122,-0.8612334532896165,A143,A152,1,A173,1,A191,-0.3599073925212792,0
