existing_checking_account_status,duration_mth,credit_history,purpose,credit_amount,saving_accounts_or_bonds,present_employment_since,installment_rate_percent,personal_status_sex,other_debtors_or_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,no_of_existing_credits,job,no_of_ppl_liable,telephone,monthly_affordability_amount,label
3,-1.3697214277465948,0,4,-1.562530095617796,4,0,4,0,0,4,0,1.1148846674297157,0,0,2,2,1,1,-1.0022141659860428,0
3,-0.4058490246949788,2,4,1.692265982927844,4,0,1,3,0,4,1,0.9697422583438209,0,0,1,3,1,0,2.0778954923860433,1
3,0.9068476133653771,0,0,1.910597316679045,4,0,3,0,0,4,3,0.4054078282982945,0,2,3,3,2,0,1.935898111084294,0
0,0.02701053204185312,1,1,-0.06380002706023076,4,3,2,1,0,3,0,0.034164524282470375,0,0,2,0,1,1,-0.3631981369136816,0
0,0.2925169551992456,0,4,2.140296752846818,1,0,4,0,0,4,3,-0.38359868907389816,0,2,1,3,1,0,2.793301908289081,1
2,0.5225090802725286,2,1,0.3089666816007552,3,4,3,1,0,2,2,-1.4188181348986153,0,1,1,0,1,0,0.03749218673635075,1
0,-1.8652199759772696,2,4,0.4764672004961822,4,2,2,0,1,3,1,-0.8612334532896165,0,1,1,0,1,1,1.8945038782876609,0
0,-1.8652199759772696,2,1,-0.5500412259613314,4,1,3,0,0,2,1,1.3875054717001896,0,0,1,0,2,1,0.6315661322412898,0
0,0.02701053204185312,2,3,-0.6014914745289637,4,4,4,1,1,1,1,0.8180002436191302,0,0,1,2,2,1,-0.6700313908817385,1
0,0.5225090802725286,0,2,-0.5484150302237255,4,0,4,0,0,4,3,1.5782859368799818,0,2,2,0,2,1,-0.8685943465931455,0
3,0.5225090802725286,2,1,0.0011123399386299081,4,4,4,2,0,4,0,0.13091765995521398,0,0,1,0,1,0,-0.14474324216751003,1
3,-0.6713554478523704,2,2,-1.289751332794021,4,1,4,1,0,4,1,-1.5740902921674929,0,1,1,0,1,1,-1.140422886603103,1
3,1.2208750601667522,2,2,2.4304440303652677,4,3,2,3,1,3,2,0.8180002436191302,0,0,1,3,1,1,2.1388657808855625,0
2,-0.6713554478523704,2,4,-1.1468528723627391,0,2,4,1,0,1,0,-1.4188181348986153,0,0,1,0,1,1,-0.9521934843563212,0
0,0.5225090802725286,1,4,-0.23580635650465312,4,0,4,0,0,4,3,1.929952941584968,0,2,2,0,1,0,-0.4568184351262987,0
3,0.5225090802725286,3,3,1.3453612040609324,4,4,2,3,0,1,1,1.639530764641812,2,0,1,0,1,0,1.1457692130004125,1
0,-1.8652199759772696,0,1,-0.43712621149137876,4,0,2,1,0,2,0,-0.38359868907389816,0,1,2,0,1,1,0.6910959387198841,0
2,-0.5334912941681423,2,1,-0.19247226583304575,4,4,2,2,1,4,1,-1.2704492881865297,0,0,1,2,1,1,-0.10697129804230679,0
0,0.02701053204185312,0,1,-1.0345823595344381,4,3,4,2,0,4,2,2.1971154462508093,0,0,2,1,1,1,-1.2405094643128525,0
2,0.2925169551992456,0,2,0.5249783831164629,4,1,2,0,0,3,1,-0.735265693778886,0,0,2,0,1,1,0.22265230383156023,0
0,-2.5635859558714937,0,4,-0.6692584863529362,4,1,2,0,0,1,0,0.739461338491375,0,0,3,2,2,1,1.0162489280665041,0
0,0.5225090802725286,2,4,-0.6524222129512891,3,4,4,1,0,3,0,-0.06547718748089627,0,0,1,0,1,0,-1.005595191634407,0
2,-1.3697214277465948,2,1,-0.7063511929367201,4,2,4,0,1,2,0,-0.06547718748089627,0,0,1,0,1,1,0.12556595551823058,0
2,0.5225090802725286,2,4,0.14166432288131972,4,2,3,2,0,4,1,-1.7369396364916188,0,1,1,2,1,0,-0.18288263662558285,1
0,-0.287016914759522,0,3,0.17466257083872377,4,1,2,2,1,3,2,-1.1283959579554579,2,0,2,0,1,1,0.18543792627508457,0
0,-0.6713554478523704,2,2,-0.7257685730915514,4,0,4,0,0,4,1,1.1148846674297157,2,0,3,0,2,0,-0.39753078394580127,0
0,2.1007121414902756,2,4,1.87881623093022,4,0,2,0,0,4,1,0.739461338491375,0,0,1,3,1,0,0.9597909602839568,0
0,-1.1668539960830453,2,1,-0.6489053977127749,4,1,4,0,0,2,2,-1.4188181348986153,0,0,1,0,1,1,0.050930133144584305,1
2,-0.6713554478523704,0,1,0.496598395792927,4,2,1,2,0,1,0,-1.2704492881865297,0,0,1,2,1,1,0.736177588242817,0
3,-1.8652199759772696,0,4,0.5334786582388897,4,2,1,0,0,3,0,0.3163959008835338,0,1,3,0,2,1,1.8754833663378556,0
3,0.02701053204185312,0,3,-1.093826459304498,4,4,4,2,0,4,1,-1.5740902921674929,0,1,1,0,1,1,-1.3185472643892897,0
0,0.5225090802725286,1,2,0.5978692776686799,4,2,1,0,0,2,3,-0.1681852747143106,0,2,1,0,1,1,-0.14128541153791496,0
2,1.7163736083974277,3,2,2.090643764914449,1,2,2,0,0,2,2,1.18515567270341,2,0,1,3,1,0,1.4227958624617967,0
2,-1.8652199759772696,1,2,-0.674620907325479,3,0,1,3,0,2,2,-0.274154475508948,2,0,2,0,2,1,0.2841446045732957,0
2,0.02701053204185312,2,4,1.1399577371030205,3,2,2,0,0,2,2,-0.38359868907389816,0,0,2,0,1,0,1.2224214961776902,0
0,0.02701053204185312,2,1,-0.6710434990536235,4,4,3,2,0,1,0,-0.8612334532896165,0,0,1,0,1,1,-0.9506037868409556,0
2,1.2208750601667522,1,4,0.2086574698514809,3,0,4,0,0,3,3,-0.38359868907389816,0,2,1,0,1,1,-0.19000556315197956,0
1,1.4863814833241447,0,0,0.8786121710219841,4,0,4,0,0,4,3,1.6996720217325236,0,2,1,0,1,1,0.5893459530588875,0
0,-1.8652199759772696,0,1,-1.618763666129289,1,0,4,0,0,4,3,0.2249449894622613,0,2,2,0,1,1,-0.6914021938387704,0
0,-0.287016914759522,2,1,-0.7323061387004377,1,2,4,1,0,2,0,0.576611994167249,0,1,1,0,1,0,-0.6543117076806017,0
0,0.5225090802725286,0,0,0.6566494763101373,1,1,3,0,0,4,1,0.8180002436191302,0,0,2,0,1,0,0.49546860175244245,0
0,-0.9853828946537456,0,3,-0.16497103351610454,4,4,1,2,0,3,0,-1.2704492881865297,0,1,2,0,1,1,0.14559627595843247,0
3,-0.6713554478523704,2,1,-0.12448890967311381,4,2,4,0,0,3,1,-1.1283959579554579,0,0,1,2,1,1,0.39448972688975675,0
0,0.02701053204185312,0,1,-1.7575519159702613,2,0,4,0,0,3,1,-0.1681852747143106,2,0,2,3,1,0,-2.1928229254923544,0
2,2.1007121414902756,2,4,2.271310479114831,4,1,4,0,0,2,3,-0.735265693778886,0,0,1,3,1,0,2.2209129102206604,1
2,0.5225090802725286,2,3,0.7522462512845807,1,2,1,2,0,4,1,1.18515567270341,0,0,1,2,1,0,0.062063773447618285,0
2,1.7163736083974277,3,2,0.49405352084889237,3,1,4,0,0,2,2,-0.38359868907389816,0,0,1,0,1,1,0.0011485167367883999,0
2,0.02701053204185312,2,2,-0.3141199906386481,0,4,3,1,0,3,0,0.2249449894622613,2,0,1,0,1,0,-0.4804552741557352,0
2,0.02701053204185312,2,0,2.1702419849252768,4,3,3,2,0,4,3,0.4054078282982945,0,2,1,3,1,0,2.7920080414998503,1
3,1.7163736083974277,3,2,1.4904642295996655,4,1,2,2,1,4,2,0.3163959008835338,0,1,1,0,1,1,0.6322244676959335,1
0,-0.6713554478523704,2,1,-0.1499407053271117,4,4,2,2,0,2,2,-0.4967535750214654,2,0,1,0,1,1,0.05852430091145923,0
2,1.7163736083974277,3,2,2.307258741415354,4,2,2,0,0,2,2,-0.9921423676100591,0,0,1,0,1,0,1.7081264910872436,1
3,-1.8652199759772696,2,1,0.10731488561524281,2,2,2,0,0,3,0,0.894733495760251,0,1,1,0,2,1,1.408247277913232,0
1,0.5225090802725286,0,2,-0.840632919650096,0,2,2,3,0,4,0,0.2249449894622613,0,0,2,0,1,0,-1.7336765555491673,0
0,-0.6713554478523704,2,1,-0.280637637221,4,1,4,0,0,2,2,-0.274154475508948,0,1,2,3,2,0,0.1888067436075936,0
0,0.9068476133653771,1,2,0.7284676390425895,3,2,2,0,0,2,1,-0.8612334532896165,0,0,2,2,1,1,0.08501220317036254,0
1,-0.6713554478523704,2,1,-0.3360111417595297,4,2,2,2,0,2,2,0.894733495760251,0,1,1,2,1,0,-0.18657230068778902,0
2,1.7163736083974277,2,4,1.2850639291591461,3,1,3,0,0,2,1,-1.1283959579554579,0,0,1,0,1,1,0.73610924222866,1
1,1.2208750601667522,2,1,0.7881324662933749,4,0,4,0,0,2,2,-0.274154475508948,0,0,1,0,1,1,0.5732932986273338,0
0,1.2208750601667522,0,0,1.1346374534824568,4,0,2,0,0,2,1,0.13091765995521398,0,0,2,0,2,0,0.43199716482099315,0
0,0.5225090802725286,2,1,0.3457922543733372,4,4,4,2,0,4,1,-0.8612334532896165,0,0,1,0,1,0,0.30927770434727986,0
0,-0.6713554478523704,1,0,-0.6271386339814168,4,2,4,1,0,4,0,0.6590297486152044,0,1,1,0,1,1,-0.26761297778955623,0
0,-0.6713554478523704,0,1,-1.187429879428768,1,0,4,0,0,4,2,0.13091765995521398,0,0,2,0,1,1,-1.005642526158103,0
2,-1.1668539960830453,2,1,-0.49041186833693184,4,4,4,2,0,2,2,-1.4188181348986153,0,0,1,0,1,0,0.25970174764874526,1
0,-0.6713554478523704,2,3,-1.5069305225254896,4,2,4,2,0,1,0,-0.8612334532896165,0,0,1,0,1,0,-1.4264967109131483,0
3,-0.6713554478523704,2,2,-0.9193057356251144,1,2,4,2,0,4,1,-1.2704492881865297,2,1,1,0,1,0,-0.6524627426686823,0
2,0.5225090802725286,2,0,0.16156378882318065,1,0,4,0,0,4,3,0.2249449894622613,2,2,1,0,1,0,0.06660739255603668,0
3,0.5225090802725286,2,0,0.25410180136472804,1,0,4,0,0,4,3,1.253977687520487,2,2,1,0,2,0,0.18850076168842803,0
3,0.7253765119360776,2,1,0.4382856719057869,4,2,3,0,0,2,2,-0.735265693778886,0,0,1,3,1,1,0.09368195684774723,0
0,0.5225090802725286,0,1,0.9591299887459476,4,4,3,1,0,3,3,1.1148846674297157,0,2,3,0,1,0,0.8939034475531256,0
3,0.02701053204185312,3,3,0.3181673287890826,4,4,1,2,0,4,1,-0.8612334532896165,0,1,1,0,1,1,-0.10274066590027196,1
0,0.5225090802725286,2,0,1.7347801662400255,1,2,2,3,0,4,3,1.18515567270341,0,2,1,0,1,0,1.6587215447001786,0
0,-2.179247422778645,2,2,0.45038556403137747,4,1,1,0,0,4,0,2.629947531542403,0,0,1,2,1,1,2.061483049310284,0
0,-0.287016914759522,0,1,-0.6656958100485832,4,2,4,2,0,2,2,0.8180002436191302,0,0,1,2,1,1,-0.5665709279146094,0
3,0.9068476133653771,2,3,1.2428421033296024,1,0,4,0,0,4,1,-0.274154475508948,0,0,1,0,1,1,1.3069136399077674,1
0,2.1007121414902756,1,1,2.41364077294493,4,1,2,0,0,4,2,-1.5740902921674929,0,0,2,0,1,0,1.6642751341967228,0
0,0.5225090802725286,0,1,0.07303860479946842,0,0,2,0,0,2,2,0.034164524282470375,0,0,1,0,1,1,-0.5301657243058149,0
2,-0.287016914759522,0,2,-0.06044822830802967,2,2,2,0,0,4,2,-0.735265693778886,2,0,1,0,1,1,-0.12425585944934699,0
0,0.02701053204185312,1,2,-0.15113674599130567,4,2,4,1,0,2,2,-0.6138796089263456,0,0,1,0,1,0,-0.07681295384742283,1
1,-0.9853828946537456,2,2,-0.8925480035513599,4,2,2,0,0,2,2,0.3163959008835338,0,0,1,0,1,0,-0.6640517225623939,0
0,-0.287016914759522,0,0,0.41992162919650605,0,0,3,0,0,4,3,-1.2704492881865297,0,1,2,0,1,0,0.6951610250277603,0
3,0.5225090802725286,2,3,0.6495669758141032,4,2,2,0,0,2,2,-0.735265693778886,1,0,1,0,1,1,0.2292517692548052,0
2,2.1007121414902756,1,1,1.7178845729680332,1,2,2,0,0,2,3,-0.735265693778886,0,2,1,3,1,1,0.747807782233044,0
0,1.2208750601667522,1,1,0.7826084573815242,4,2,4,2,0,4,0,0.034164524282470375,0,0,2,0,1,1,0.5660169368502677,0
2,0.02701053204185312,0,3,1.2450881497272341,4,0,2,0,0,1,3,0.6590297486152044,0,0,1,0,1,0,1.3609018875443248,0
0,-0.6713554478523704,0,1,-1.9995265702179674,2,0,4,0,0,4,1,0.739461338491375,0,0,2,0,2,0,-2.075356462980743,0
3,-0.6713554478523704,2,4,-0.9543809526757447,4,2,4,1,0,3,0,-0.735265693778886,0,0,1,2,1,1,-0.6986646899758138,0
0,-1.8652199759772696,2,4,-1.671738532881441,4,3,1,2,0,4,0,1.5782859368799818,0,0,1,1,1,0,-1.0292835041807897,0
1,-0.287016914759522,2,2,-0.3195582553969863,4,0,4,0,0,4,2,0.576611994167249,0,1,1,3,1,0,-0.11062994149254753,0
3,-0.6713554478523704,2,4,-0.8893738380174349,4,2,4,2,0,2,0,-1.1283959579554579,0,0,1,2,1,1,-0.613035703512337,1
1,0.02701053204185312,3,1,-0.6782082047827434,1,1,4,0,0,4,2,1.253977687520487,2,0,1,2,1,1,-0.7710845739210388,0
3,-0.9853828946537456,0,3,-0.1734646853442867,1,4,2,2,1,3,0,-0.735265693778886,0,1,2,0,1,1,0.28314268907256696,0
0,-2.5635859558714937,0,1,-0.6271386339814168,4,1,2,0,0,1,0,0.739461338491375,0,0,2,2,2,1,1.0717302440350998,0
3,-0.287016914759522,2,1,-1.0888875226909283,4,4,4,1,0,2,0,-0.735265693778886,0,0,1,0,1,1,-1.124009565574158,0
0,0.02701053204185312,2,4,-0.37879261436284306,4,2,2,1,0,2,1,-0.38359868907389816,0,0,1,3,1,0,-0.7781141985786719,0
0,0.5225090802725286,2,4,-0.10067715849858042,1,4,4,0,0,1,1,1.5782859368799818,0,0,1,0,1,1,-0.2788228983654139,0
1,-1.8652199759772696,0,4,-0.7732045571048686,4,0,1,0,0,4,0,1.043102342472338,0,0,2,0,2,1,0.15428777187351925,0
3,0.5225090802725286,3,0,0.5178520388551647,4,2,1,2,1,4,2,-1.4188181348986153,2,1,1,0,1,1,-0.24668610644987082,0
3,0.02701053204185312,2,1,-0.3353214239496239,4,2,4,2,0,4,2,-0.9921423676100591,2,1,2,0,1,1,-0.3194255875348369,1
0,1.2208750601667522,2,2,1.1122317859074342,3,1,2,0,0,2,2,-0.274154475508948,0,0,2,0,1,0,0.40248386284518434,0
0,-0.287016914759522,2,3,-0.12039243357623258,2,2,2,2,0,4,2,-1.7369396364916188,0,1,1,0,1,1,-0.20321585588134636,0
0,0.02701053204185312,0,3,-0.38093345184940297,4,2,4,2,0,2,3,-0.6138796089263456,0,0,2,0,1,1,-0.37950688386880005,0
0,0.2084816334711527,0,4,0.4642368563775375,1,4,2,3,0,4,0,0.894733495760251,0,0,2,0,1,0,0.2017956394938803,0
3,-0.6713554478523704,2,4,-1.2926319200562624,1,2,4,1,0,2,2,-1.2704492881865297,0,0,1,0,1,1,-1.1442172677101836,1
0,0.5225090802725286,2,4,0.5617628469837015,4,0,4,2,1,4,3,2.0393971551499197,0,2,1,0,1,0,0.5937595345030439,0
2,-0.6713554478523704,2,1,-0.9655392675870264,2,2,3,3,0,1,2,-0.8612334532896165,0,0,1,0,1,0,-0.8579023917412643,0
2,0.02701053204185312,0,3,0.5106863440672172,4,0,3,2,0,4,1,0.3163959008835338,0,0,1,0,1,0,0.6060001213920946,0
2,-1.8652199759772696,2,2,-2.1806476274147117,4,4,3,1,0,1,1,-1.4188181348986153,0,0,1,2,1,1,-1.5163091305082612,0
3,-0.6713554478523704,0,4,-1.6355566197464033,4,0,4,0,0,3,1,0.13091765995521398,0,0,2,0,1,1,-1.5959262017569082,1
2,1.2208750601667522,2,2,2.1333187292358895,3,2,1,0,0,4,3,1.1148846674297157,0,2,1,0,2,0,1.346057673428387,1
3,0.02701053204185312,2,3,-0.23134360182320857,4,2,1,2,0,4,0,-1.7369396364916188,2,1,1,0,1,1,-0.8265701157421375,1
1,-0.287016914759522,2,2,0.12677837801087644,4,1,2,0,0,4,1,-0.8612334532896165,0,1,1,0,1,0,0.12236367784824666,0
0,0.5225090802725286,0,0,1.1261688070629847,0,2,4,0,0,2,0,-0.735265693778886,0,0,2,0,1,1,1.3372090872106666,0
2,1.2208750601667522,2,3,1.700335232290913,3,4,4,0,1,1,3,-0.4967535750214654,0,1,1,3,1,0,1.7748694447478712,1
2,0.02701053204185312,2,1,0.3587815805011581,2,4,1,1,0,3,0,-0.9921423676100591,0,1,1,0,1,1,-0.0492425645254093,0
1,-1.8652199759772696,1,1,-1.6506683366998025,4,4,2,2,0,1,1,-0.4967535750214654,2,0,1,0,1,1,-0.9074118978226745,0
0,0.2925169551992456,0,3,-0.0818239838674359,4,4,4,2,0,4,1,-1.2704492881865297,0,0,1,0,1,0,-0.133730732437253,0
0,-0.287016914759522,0,3,-0.6125430659705688,1,0,4,0,0,4,1,2.092802285909094,0,0,1,0,1,1,-0.4965568128892635,0
0,0.2925169551992456,1,0,0.2667369244595567,4,2,3,0,0,2,0,-0.6138796089263456,1,0,2,2,1,1,0.11825164438473859,0
0,-0.6713554478523704,1,2,-0.5830005602341921,0,0,4,0,0,4,3,1.639530764641812,0,2,2,0,2,1,-0.2094732104842259,1
2,-0.287016914759522,2,1,-1.4422392284574808,4,0,4,0,0,3,2,0.3163959008835338,0,0,1,0,2,1,-1.589453211073077,1
2,-0.6713554478523704,2,3,-0.30802906093826765,4,2,4,0,0,2,1,0.3163959008835338,0,0,1,2,1,1,0.15272607977518649,1
2,-0.6713554478523704,0,2,-0.6972059540395131,4,1,4,0,0,3,1,-0.8612334532896165,0,0,1,0,1,1,-0.3599073925212792,0
2,0.02701053204185312,0,4,-1.0851956168472188,4,0,3,0,1,3,0,-0.38359868907389816,2,0,2,0,1,1,-1.496135245586203,1
3,-0.6713554478523704,2,4,-0.7454809120510605,4,1,2,3,0,3,2,0.2249449894622613,0,0,1,0,1,1,-0.7259360549751624,1
3,0.9068476133653771,2,2,2.068551914153109,4,4,1,3,0,1,3,0.034164524282470375,0,0,1,2,1,0,1.4952724204117096,1
2,-1.1668539960830453,2,1,-0.9128333829124844,4,0,4,2,0,4,0,-0.9921423676100591,0,0,1,0,1,1,-0.2967223659824377,0
3,0.5225090802725286,1,4,0.8984822257077593,4,2,3,0,0,4,3,1.5158962799303233,0,2,2,0,2,1,0.8140167073473268,1
3,0.5225090802725286,1,1,-0.49898789493310697,4,4,4,2,0,2,2,-0.4967535750214654,0,1,1,2,1,0,-0.8034876960215099,1
3,0.02701053204185312,2,3,0.691806024727772,4,2,2,0,1,3,2,0.739461338491375,0,0,1,0,1,1,0.6321049267641927,1
1,-0.6713554478523704,3,2,-1.7994846119655161,4,4,4,2,0,1,0,-0.8612334532896165,0,0,1,1,1,1,-1.8118562257319182,1
0,-2.5635859558714937,2,3,-1.816644584700335,4,4,1,2,0,3,0,-1.2704492881865297,0,1,1,2,2,1,-0.5596286547829381,0
2,-1.1668539960830453,2,4,-2.826510162985512,4,2,4,1,0,4,0,-1.4188181348986153,0,1,1,2,1,1,-2.8174649640450142,0
2,0.9068476133653771,3,3,0.46832645847772625,0,2,4,0,0,2,2,0.034164524282470375,1,0,1,0,2,0,0.2867023904565799,0
2,1.7163736083974277,2,3,1.826967571881854,4,4,1,2,0,2,2,-0.8612334532896165,0,0,1,0,1,0,0.5953094850850322,1
2,1.7163736083974277,2,1,1.1586268993072464,4,2,2,2,0,2,0,-1.4188181348986153,0,0,1,0,1,1,0.1951200920742878,1
0,0.7253765119360776,2,4,0.06900533339804364,4,2,3,2,0,3,0,-1.5740902921674929,0,1,1,0,1,1,-0.3927432794285229,1
3,-0.6713554478523704,0,4,0.8912675445534297,4,0,3,0,1,4,1,0.8180002436191302,0,1,2,0,1,0,1.5879296716841036,1
3,1.7163736083974277,3,0,0.8258740406034838,4,0,3,0,0,4,3,-1.1283959579554579,0,2,2,0,2,1,0.13125291291807914,1
0,2.1007121414902756,2,1,1.850722467308004,3,1,2,2,0,4,0,-1.5740902921674929,0,0,1,0,1,0,0.9227851568798339,0
0,-1.8652199759772696,2,3,0.2602168771039636,2,2,1,0,0,2,2,-0.1681852747143106,0,0,1,0,1,0,1.5155361593163135,0
0,1.2208750601667522,0,1,1.7745897374628123,4,2,2,2,0,2,2,-0.274154475508948,1,0,2,0,1,1,1.274958212242575,0
0,-0.6713554478523704,0,4,-0.6340643557102882,4,0,4,0,0,1,0,0.4054078282982945,0,0,2,2,2,1,-0.2767357105133262,0
3,1.7163736083974277,3,3,1.3911858344102734,4,2,3,0,0,4,3,1.5158962799303233,0,2,2,0,2,1,0.8758956523160913,1
3,-1.8652199759772696,2,4,-0.916065524132004,3,0,3,0,0,2,1,0.8180002436191302,0,0,1,0,1,0,0.1494298331900133,0
3,-0.287016914759522,1,3,0.5217763701802877,4,0,1,2,0,4,1,-0.735265693778886,0,0,2,2,1,1,0.4330923619577203,0
2,0.9068476133653771,2,4,-0.16255445175855898,4,2,4,2,1,2,3,-1.1283959579554579,2,0,1,0,1,1,-0.5443096181002732,1
0,-0.9853828946537456,0,3,-0.2123894572431643,1,2,2,1,0,1,2,-0.8612334532896165,0,0,2,0,1,1,0.23187001248105515,0
2,1.6052135932596008,0,0,0.81767590488919,3,3,3,0,0,4,2,-0.735265693778886,0,0,1,0,1,1,0.1665315235350463,0
0,-0.6713554478523704,2,1,-1.312977080784612,1,2,4,2,0,2,2,-1.5740902921674929,0,0,1,0,1,1,-1.1710164188763612,0
3,-0.6713554478523704,2,4,0.524622993814286,0,2,1,0,0,3,1,-0.274154475508948,0,0,1,0,2,1,0.7730922849991424,0
